,file,start_line,end_line,rule_id,severity,description,link,passed
946,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
948,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
949,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
951,main.tf,30,30,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
952,main.tf,16,24,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
954,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
955,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
957,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
958,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
960,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
961,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
963,main.tf,30,30,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
964,main.tf,16,24,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
966,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
967,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
969,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
970,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
972,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
973,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
975,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
976,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
978,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
979,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
981,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
982,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
984,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
985,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
987,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
988,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
990,main.tf,30,30,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
991,main.tf,16,24,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
993,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
994,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
996,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
997,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
999,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1000,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1002,main.tf,28,28,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1003,main.tf,16,22,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1005,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1006,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1008,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1009,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1011,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1012,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1014,main.tf,30,30,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1015,main.tf,16,24,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1017,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1018,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1020,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1021,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1023,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1024,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1026,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1027,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1029,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1030,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1032,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1033,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1035,main.tf,29,29,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1036,main.tf,16,23,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1038,main.tf,24,24,aws-ec2-no-public-ip-subnet,HIGH,Subnet associates public IP address.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/no-public-ip-subnet/,false
1039,main.tf,16,18,aws-ec2-require-vpc-flow-logs-for-all-vpcs,MEDIUM,VPC Flow Logs is not enabled for VPC ,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/require-vpc-flow-logs-for-all-vpcs/,false
1041,main.tf,18,22,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1042,main.tf,18,22,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1043,main.tf,18,22,aws-s3-enable-bucket-encryption,HIGH,Bucket does not have encryption enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-encryption/,false
1044,main.tf,18,22,aws-s3-enable-bucket-logging,MEDIUM,Bucket does not have logging enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-logging/,false
1045,main.tf,18,22,aws-s3-enable-versioning,MEDIUM,Bucket does not have versioning enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-versioning/,false
1046,main.tf,18,22,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1047,main.tf,18,22,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
1048,main.tf,18,22,aws-s3-no-public-buckets,HIGH,No public access block so not restricting public buckets,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/no-public-buckets/,false
1049,main.tf,18,22,aws-s3-specify-public-access-block,LOW,Bucket does not have a corresponding public access block.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/specify-public-access-block/,false
1051,main.tf,18,22,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1052,main.tf,18,22,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1053,main.tf,18,22,aws-s3-enable-bucket-encryption,HIGH,Bucket does not have encryption enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-encryption/,false
1054,main.tf,18,22,aws-s3-enable-bucket-logging,MEDIUM,Bucket does not have logging enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-logging/,false
1055,main.tf,18,22,aws-s3-enable-versioning,MEDIUM,Bucket does not have versioning enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-versioning/,false
1056,main.tf,18,22,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1057,main.tf,18,22,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
1058,main.tf,18,22,aws-s3-no-public-buckets,HIGH,No public access block so not restricting public buckets,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/no-public-buckets/,false
1059,main.tf,18,22,aws-s3-specify-public-access-block,LOW,Bucket does not have a corresponding public access block.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/specify-public-access-block/,false
1061,main.tf,18,22,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1062,main.tf,18,22,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1063,main.tf,18,22,aws-s3-enable-bucket-encryption,HIGH,Bucket does not have encryption enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-encryption/,false
1064,main.tf,18,22,aws-s3-enable-bucket-logging,MEDIUM,Bucket does not have logging enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-logging/,false
1065,main.tf,18,22,aws-s3-enable-versioning,MEDIUM,Bucket does not have versioning enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-versioning/,false
1066,main.tf,18,22,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1067,main.tf,18,22,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
1068,main.tf,18,22,aws-s3-no-public-buckets,HIGH,No public access block so not restricting public buckets,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/no-public-buckets/,false
1069,main.tf,18,22,aws-s3-specify-public-access-block,LOW,Bucket does not have a corresponding public access block.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/specify-public-access-block/,false
1071,main.tf,18,22,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1072,main.tf,18,22,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1073,main.tf,18,22,aws-s3-enable-bucket-encryption,HIGH,Bucket does not have encryption enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-encryption/,false
1074,main.tf,18,22,aws-s3-enable-bucket-logging,MEDIUM,Bucket does not have logging enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-logging/,false
1075,main.tf,18,22,aws-s3-enable-versioning,MEDIUM,Bucket does not have versioning enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-versioning/,false
1076,main.tf,18,22,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1077,main.tf,18,22,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
1078,main.tf,18,22,aws-s3-no-public-buckets,HIGH,No public access block so not restricting public buckets,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/no-public-buckets/,false
1079,main.tf,18,22,aws-s3-specify-public-access-block,LOW,Bucket does not have a corresponding public access block.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/specify-public-access-block/,false
1081,main.tf,18,22,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1082,main.tf,18,22,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1083,main.tf,18,22,aws-s3-enable-bucket-encryption,HIGH,Bucket does not have encryption enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-encryption/,false
1084,main.tf,18,22,aws-s3-enable-bucket-logging,MEDIUM,Bucket does not have logging enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-logging/,false
1085,main.tf,18,22,aws-s3-enable-versioning,MEDIUM,Bucket does not have versioning enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-versioning/,false
1086,main.tf,18,22,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1087,main.tf,18,22,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
1088,main.tf,18,22,aws-s3-no-public-buckets,HIGH,No public access block so not restricting public buckets,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/no-public-buckets/,false
1089,main.tf,18,22,aws-s3-specify-public-access-block,LOW,Bucket does not have a corresponding public access block.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/specify-public-access-block/,false
1091,main.tf,18,22,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1092,main.tf,18,22,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1093,main.tf,18,22,aws-s3-enable-bucket-encryption,HIGH,Bucket does not have encryption enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-encryption/,false
1094,main.tf,18,22,aws-s3-enable-bucket-logging,MEDIUM,Bucket does not have logging enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-logging/,false
1095,main.tf,18,22,aws-s3-enable-versioning,MEDIUM,Bucket does not have versioning enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-versioning/,false
1096,main.tf,18,22,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1097,main.tf,18,22,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
1098,main.tf,18,22,aws-s3-no-public-buckets,HIGH,No public access block so not restricting public buckets,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/no-public-buckets/,false
1099,main.tf,18,22,aws-s3-specify-public-access-block,LOW,Bucket does not have a corresponding public access block.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/specify-public-access-block/,false
1101,main.tf,18,21,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1102,main.tf,18,21,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1103,main.tf,18,21,aws-s3-enable-bucket-encryption,HIGH,Bucket does not have encryption enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-encryption/,false
1104,main.tf,18,21,aws-s3-enable-bucket-logging,MEDIUM,Bucket does not have logging enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-logging/,false
1105,main.tf,18,21,aws-s3-enable-versioning,MEDIUM,Bucket does not have versioning enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-versioning/,false
1106,main.tf,18,21,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1107,main.tf,18,21,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
1108,main.tf,18,21,aws-s3-no-public-buckets,HIGH,No public access block so not restricting public buckets,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/no-public-buckets/,false
1109,main.tf,18,21,aws-s3-specify-public-access-block,LOW,Bucket does not have a corresponding public access block.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/specify-public-access-block/,false
1111,main.tf,18,38,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1112,main.tf,18,38,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1113,main.tf,18,38,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1114,main.tf,18,38,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
1115,main.tf,18,38,aws-s3-no-public-buckets,HIGH,No public access block so not restricting public buckets,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/no-public-buckets/,false
1116,main.tf,18,38,aws-s3-specify-public-access-block,LOW,Bucket does not have a corresponding public access block.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/specify-public-access-block/,false
1119,main.tf,18,20,aws-s3-block-public-acls,HIGH,No public access block so not blocking public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-acls/,false
1120,main.tf,18,20,aws-s3-block-public-policy,HIGH,No public access block so not blocking public policies,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/block-public-policy/,false
1121,main.tf,18,20,aws-s3-enable-bucket-encryption,HIGH,Bucket does not have encryption enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-encryption/,false
1122,main.tf,18,20,aws-s3-enable-bucket-logging,MEDIUM,Bucket does not have logging enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-bucket-logging/,false
1123,main.tf,18,20,aws-s3-enable-versioning,MEDIUM,Bucket does not have versioning enabled,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/enable-versioning/,false
1124,main.tf,18,20,aws-s3-encryption-customer-key,HIGH,Bucket does not encrypt data with a customer managed key.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/encryption-customer-key/,false
1125,main.tf,18,20,aws-s3-ignore-public-acls,HIGH,No public access block so not ignoring public acls,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/s3/ignore-public-acls/,false
