,file,start_line,end_line,rule_id,severity,description,link,passed
255,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
256,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
257,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
261,main.tf,7,10,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
262,main.tf,19,22,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
263,main.tf,13,16,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
264,main.tf,1,4,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
265,main.tf,7,10,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
266,main.tf,19,22,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
267,main.tf,13,16,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
268,main.tf,1,4,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
276,main.tf,5,8,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
277,main.tf,23,26,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
278,main.tf,17,20,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
279,main.tf,11,14,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
280,main.tf,5,8,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
281,main.tf,23,26,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
282,main.tf,17,20,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
283,main.tf,11,14,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
291,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
292,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
293,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
294,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
295,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
296,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
298,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
299,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
300,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
301,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
302,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
303,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
306,main.tf,34,37,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
307,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
308,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
309,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
310,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
311,main.tf,34,37,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
312,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
313,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
314,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
315,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
317,main.tf,34,37,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
318,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
319,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
320,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
321,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
322,main.tf,34,37,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
323,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
324,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
325,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
326,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
328,main.tf,34,37,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
329,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
330,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
331,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
332,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
333,main.tf,34,37,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
334,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
335,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
336,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
337,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
339,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
340,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
341,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
342,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
343,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
344,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
345,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
346,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
348,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
349,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
350,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
351,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
352,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
353,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
354,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
355,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
357,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
358,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
359,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
360,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
361,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
362,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
363,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
364,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
366,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
367,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
368,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
369,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
370,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
371,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
372,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
373,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
375,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
376,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
377,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
378,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
379,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
380,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
381,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
382,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
385,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
386,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
387,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
388,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
389,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
390,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
391,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
392,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
395,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
396,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
397,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
398,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
399,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
400,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
401,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
402,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
404,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
405,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
406,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
407,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
408,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
409,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
410,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
411,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
413,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
414,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
415,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
416,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
417,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
418,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
419,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
420,main.tf,10,13,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
422,main.tf,34,37,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
423,main.tf,28,31,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
424,main.tf,22,25,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
425,main.tf,16,19,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
426,main.tf,10,13,aws-ec2-enable-at-rest-encryption,HIGH,Root block device is not encrypted.,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enable-at-rest-encryption/,false
427,main.tf,34,37,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
428,main.tf,28,31,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
429,main.tf,22,25,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
430,main.tf,16,19,aws-ec2-enforce-http-token-imds,HIGH,Instance does not require IMDS access to require a token,https://aquasecurity.github.io/tfsec/v1.28.1/checks/aws/ec2/enforce-http-token-imds/,false
